Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Safety_Rating,Units_Sold_2024,Warranty_Years,Cost_Per_Km,Estimated_Revenue
162,Ferrari,"SF90 Stradale (PHEV)",2024,Lead-acid,43.40,493,"Level 1 Charging",11.50,85394.67,"Cosmic Purple",Switzerland,0.0,13406,5,173.21,1144800946.02
163,Mahindra,XUV400,2025,Lithium-sulfur,51.50,437,CHAdeMO,8.70,124689.21,Red,Malaysia,5.0,13706,5,285.33,1708990312.26
164,Chevrolet,"Volt (PHEV)",2023,Zinc-air,103.00,143,CCS,9.30,108912.20,Teal,Netherlands,5.0,13094,4,761.62,1426096346.80
165,VinFast,"VF 9",2016,Lithium-ion,32.80,213,"Ultra-Fast Charging (350 kW+)",5.60,76936.10,"Navy Blue",Israel,0.0,3425,4,361.20,263506142.50
166,"Li Auto",L7,2016,Calcium-ion,142.30,172,"Overhead Pantograph Charging",4.10,84639.92,"Electric Blue","South Africa",4.0,10450,3,492.09,884487164.00
167,Subaru,Solterra,2016,Lithium-ion,130.40,431,CCS,8.30,49722.49,"Racing Red",Belgium,4.0,7597,4,115.37,377741756.53
168,Acura,"ZDX (with GM Ultium)",2017,"Flow batteries",105.50,302,"Level 1 Charging",9.00,135971.68,"Candy Apple Red",Israel,5.0,2050,5,450.24,278741944.00
169,Kia,"Niro EV",2020,Sodium-ion,45.60,158,"Battery Swapping",8.20,88738.08,"Emerald Green",Hungary,4.0,15003,5,561.63,1331337414.24
170,Porsche,"Panamera EV",2024,Zinc-air,31.00,168,"Mobile Charging",1.90,66645.60,"Midnight Black",Argentina,5.0,12573,4,396.70,837935128.80
171,Porsche,"Cayenne Electric (upcoming)",2025,Lead-acid,110.10,430,NACS,6.90,88757.04,Gray,Norway,3.0,15879,3,206.41,1409373038.16
172,"Lucid Motors","Lucid Gravity",2023,Lead-acid,104.90,309,"Vehicle-to-Load (V2L)",5.30,130787.02,Champagne,Netherlands,4.0,1071,4,423.26,140072898.42
173,Volvo,EX30,2017,Magnesium-ion,79.50,480,"Vehicle-to-Load (V2L)",6.80,43585.32,Orange,Portugal,5.0,14462,5,90.80,630330897.84
174,Rivian,R1S,2016,Lithium-titanate,127.90,484,"Ultra-Fast Charging (350 kW+)",3.90,149917.52,"Candy Apple Red",Spain,3.0,6877,5,309.75,1030982785.04
175,Jeep,"Wagoneer S",2024,"Flow batteries",75.70,415,CHAdeMO,9.50,127623.58,"Cobalt Blue","South Korea",4.0,9589,4,307.53,1223782508.62
176,Ferrari,"Roma PHEV",2023,Aluminum-ion,108.30,148,CHAdeMO,11.60,124282.93,Blue,Portugal,3.0,10554,3,839.75,1311682043.22
177,Citroen,Ami,2021,Nickel-manganese-cobalt,38.50,423,"Battery Swapping",7.70,75020.68,Red,UK,4.0,14899,4,177.35,1117733111.32
178,Rimac,Nevera,2016,Lithium-titanate,146.40,425,"Overhead Pantograph Charging",10.30,125481.35,Cream,Switzerland,4.0,11067,5,295.25,1388702100.45
179,Ferrari,"SF90 Stradale (PHEV)",2024,Calcium-ion,83.10,275,"Level 2 Charging",1.00,105141.54,Titanium,Australia,4.0,22,4,382.33,2313113.88
180,"Lucid Motors","Lucid DreamDrive",2017,Aluminum-ion,104.50,181,"Battery Swapping",1.60,73252.25,Green,Argentina,4.0,7672,4,404.71,561991262.00
181,Genesis,GV60,2016,Lithium-ion,47.70,139,CHAdeMO,7.30,92333.31,"Candy Apple Red",USA,4.0,4331,4,664.27,399895565.61
182,Audi,"e-tron GT",2021,Solid-state,115.00,152,CCS,4.10,135718.68,Gray,India,3.0,17383,5,892.89,2359197814.44
183,Tesla,Cybertruck,2025,"Nickel-metal hydride",77.20,469,"Inductive (Wireless) Charging",7.70,48164.90,Tan,Finland,3.0,19319,5,102.70,930497703.10
184,NIO,ES8,2021,Sodium-ion,122.80,226,"Battery Swapping",7.90,59780.04,"Gun Metal",Ireland,5.0,9884,3,264.51,590865915.36
185,Lotus,Evija,2023,"Lithium-iron phosphate",117.20,251,"Level 2 Charging",9.50,125253.36,"Forest Green",Russia,5.0,395,4,499.02,49475077.20
186,Rimac,Nevera,2021,Calcium-ion,129.10,315,"Overhead Pantograph Charging",6.80,50732.44,"Aurora Blue",China,3.0,1981,4,161.06,100500963.64
187,MG,"MG5 EV",2025,Lithium-titanate,85.10,312,"Vehicle-to-Grid (V2G)",8.60,39891.34,"Matte White","Saudi Arabia",0.0,6658,3,127.86,265596541.72
188,Maserati,"GranTurismo Folgore",2021,Zinc-air,102.50,527,"DC Fast Charging (DCFC)",4.10,82498.33,"Rose Gold",Belgium,4.0,19950,3,156.54,1645841683.50
189,Subaru,Solterra,2016,Lithium-ion,112.00,459,"Level 1 Charging",2.40,144361.94,"Matte Black","South Africa",5.0,8806,5,314.51,1271251243.64
190,Jaguar,I-PACE,2020,Magnesium-ion,75.80,368,"DC Fast Charging (DCFC)",3.50,147006.07,"Emerald Green",China,5.0,5468,4,399.47,803829190.76
191,Mercedes-Benz,EQA,2016,Aluminum-ion,94.60,470,CCS,3.10,91058.99,Silver,USA,3.0,1158,5,193.74,105446310.42
192,"Faraday Future","FF 91",2018,Sodium-ion,52.30,568,"Mobile Charging",3.60,39346.45,Turquoise,Canada,3.0,13137,3,69.27,516894313.65
193,Changan,"Deepal S07",2019,Sodium-ion,31.20,333,"Level 1 Charging",4.70,64991.41,Burgundy,Poland,4.0,6403,5,195.17,416139998.23
194,Maserati,"Grecale Folgore",2017,Lithium-ion,141.20,112,"Ultra-Fast Charging (350 kW+)",6.70,106313.02,"Ice Silver",USA,5.0,10076,3,949.22,1071209989.52
195,Rivian,"EDV (Electric Delivery Van)",2018,Nickel-cobalt-aluminum,84.00,130,CHAdeMO,8.70,41163.20,"Crimson Red","South Africa",5.0,3131,5,316.64,128881979.20
196,Volkswagen,ID.Buzz,2021,Solid-state,96.90,131,"Vehicle-to-Grid (V2G)",8.10,45684.99,Copper,Spain,4.0,14835,4,348.74,677736826.65
197,Volvo,"XC40 Recharge",2018,"Nickel-metal hydride",121.40,399,CCS,2.30,49725.00,"Sunset Orange",Hungary,4.0,10102,4,124.62,502321950.00
198,Honda,e:Ny1,2016,"Nickel-metal hydride",125.00,255,"Level 2 Charging",3.00,132788.79,Charcoal,UK,0.0,9792,4,520.74,1300267831.68
199,Canoo,"Lifestyle Vehicle",2015,Nickel-cobalt-aluminum,131.10,384,"Ultra-Fast Charging (350 kW+)",1.60,42228.88,Burgundy,Italy,3.0,4283,3,109.97,180866293.04
200,Canoo,Pickup,2020,"Flow batteries",101.90,430,"DC Fast Charging (DCFC)",7.20,61058.48,Platinum,China,4.0,4220,3,142.00,257666785.60
201,"Faraday Future","FF 91",2016,Lithium-ion,142.50,125,NACS,11.10,81978.77,"Volcanic Yellow",Thailand,3.0,6132,4,655.83,502693817.64
202,Toyota,"Lexus RZ",2017,Lithium-ion,99.80,415,"Ultra-Fast Charging (350 kW+)",7.90,89866.99,"Matte Gray","New Zealand",3.0,17229,3,216.55,1548318370.71
203,Acura,"ZDX (with GM Ultium)",2021,Magnesium-ion,112.70,345,"Vehicle-to-Load (V2L)",4.50,97878.13,Purple,India,4.0,1919,4,283.70,187828131.47
204,Lotus,Emeya,2024,"Lithium-iron phosphate",146.60,151,"Ultra-Fast Charging (350 kW+)",8.10,61983.24,Platinum,"South Korea",4.0,11626,3,410.49,720617148.24
205,Porsche,"Macan EV",2024,Sodium-ion,124.80,457,"Overhead Pantograph Charging",11.00,33384.79,"Ice Silver",Brazil,4.0,17764,4,73.05,593047409.56
206,Porsche,"Cayenne Electric (upcoming)",2015,Solid-state,27.30,408,"Ultra-Fast Charging (350 kW+)",0.70,87358.68,Pink,Finland,4.0,1951,3,214.11,170436784.68
207,Ford,"F-150 Lightning",2016,Calcium-ion,88.40,286,"DC Fast Charging (DCFC)",4.80,143030.79,Cream,Israel,3.0,14315,5,500.11,2047485758.85
208,Mahindra,"Born Electric (upcoming range)",2017,Lithium-titanate,145.90,455,"Overhead Pantograph Charging",3.10,100674.02,"Midnight Black",India,3.0,18770,4,221.26,1889651355.40
209,Opel,"Grandland Electric",2015,"Nickel-metal hydride",98.30,571,"Ultra-Fast Charging (350 kW+)",7.90,42493.23,Champagne,Sweden,3.0,2907,5,74.42,123527819.61
210,Mini,"Mini Aceman",2020,Nickel-manganese-cobalt,21.50,207,"Ultra-Fast Charging (350 kW+)",8.50,72057.74,Burgundy,France,3.0,13566,4,348.11,977535300.84
211,NIO,ES8,2023,Nickel-cobalt-aluminum,33.20,345,"Ultra-Fast Charging (350 kW+)",2.40,38845.13,"Rose Gold",Japan,4.0,5574,4,112.59,216522754.62
212,Mercedes-Benz,EQS,2023,Aluminum-ion,147.10,273,"Vehicle-to-Load (V2L)",8.60,81758.80,"Ruby Red",Netherlands,3.0,6225,4,299.48,508948530.00
213,Seat,Avenger,2025,Lithium-sulfur,58.70,149,"Level 2 Charging",5.00,95959.52,Champagne,Sweden,0.0,19667,4,644.02,1887235879.84
214,"Lucid Motors","Lucid Air",2015,"Lithium-iron phosphate",42.20,249,"DC Fast Charging (DCFC)",5.90,43861.07,Burgundy,Thailand,4.0,6058,4,176.15,265710362.06
215,NIO,ES8,2017,Nickel-manganese-cobalt,25.80,325,"Vehicle-to-Home (V2H)",3.50,130449.45,"Matte Green","South Korea",0.0,11265,5,401.38,1469513054.25
216,"Li Auto",L8,2023,Lithium-ion,129.30,519,"Vehicle-to-Grid (V2G)",11.60,112448.15,"Aurora Blue",Singapore,5.0,1137,5,216.66,127853546.55
217,Ferrari,"Ferrari EV (2025+)",2024,"Flow batteries",147.80,175,CCS,11.40,83884.77,"Pearl White",Switzerland,0.0,14266,3,479.34,1196700128.82
218,Canoo,MPDV,2017,Calcium-ion,97.40,263,"DC Fast Charging (DCFC)",1.50,96763.70,"Matte Gray",Hungary,5.0,19253,5,367.92,1862991516.10
219,VinFast,"VF 9",2016,Nickel-cobalt-aluminum,39.50,390,CCS,11.10,97522.05,Yellow,"Czech Republic",5.0,15911,5,250.06,1551673337.55
220,Cadillac,Celestiq,2015,"Nickel-metal hydride",55.80,173,"Plug-in Hydrogen Refueling",0.90,136748.91,Pink,Belgium,4.0,662,4,790.46,90527778.42
221,Canoo,Pickup,2019,Lithium-sulfur,129.60,539,CCS,11.70,57354.89,Magenta,Malaysia,5.0,2925,3,106.41,167763053.25
222,Geely,"Geometry A",2021,Lithium-titanate,83.00,364,"Overhead Pantograph Charging",9.90,91832.36,"Pearl White",China,5.0,18634,3,252.29,1711204196.24
223,Porsche,"Macan EV",2018,Calcium-ion,27.50,116,"Vehicle-to-Home (V2H)",1.10,73245.01,"Metallic Silver",Portugal,3.0,1001,3,631.42,73318255.01
224,BYD,Dolphin,2024,Nickel-manganese-cobalt,43.10,545,"Vehicle-to-Load (V2L)",7.20,71971.19,"Pearl White",Spain,0.0,1626,3,132.06,117025154.94
225,Ferrari,"SF90 Stradale (PHEV)",2018,"Flow batteries",49.30,205,"Battery Swapping",8.00,91593.75,"Navy Blue",USA,3.0,7332,4,446.80,671565375.00
226,Cadillac,Celestiq,2025,Lithium-sulfur,75.10,292,"Overhead Pantograph Charging",5.80,56185.09,Magenta,"South Africa",0.0,12262,5,192.41,688941573.58
227,Genesis,"GV80 Electric",2019,"Flow batteries",34.10,132,"Mobile Charging",11.90,106871.37,Bronze,Spain,3.0,1860,5,809.63,198780748.20
228,XPeng,G9,2025,"Nickel-metal hydride",113.80,435,"Vehicle-to-Load (V2L)",12.00,61131.15,Tan,Thailand,3.0,11244,5,140.53,687358650.60
229,Dacia,"Jogger Hybrid",2025,Lead-acid,103.00,343,"Overhead Pantograph Charging",6.30,131450.31,Titanium,"United Arab Emirates",5.0,18318,3,383.24,2407906778.58
230,Skoda,"Enyaq Coupe",2025,Solid-state,48.90,214,"Solar Charging",5.30,136421.23,Turquoise,Spain,5.0,19122,5,637.48,2608646760.06
231,GMC,"Hummer EV Pickup",2022,Aluminum-ion,45.30,161,"Plug-in Hydrogen Refueling",6.60,79572.87,"Rose Gold",Sweden,5.0,14993,3,494.24,1193036039.91
232,Rimac,Nevera,2016,Nickel-manganese-cobalt,63.20,190,"Mobile Charging",7.80,30565.62,Bronze,Switzerland,3.0,4240,5,160.87,129598228.80
233,Zeekr,"Zeekr 007",2021,Nickel-cobalt-aluminum,145.50,296,"Level 1 Charging",0.90,53929.71,Turquoise,USA,5.0,8153,3,182.19,439688925.63
234,Seat,Avenger,2019,"Nickel-metal hydride",33.40,357,"Solar Charging",2.40,128861.26,Magenta,"Czech Republic",5.0,4384,4,360.96,564927763.84
235,Mahindra,"Born Electric (upcoming range)",2018,"Nickel-metal hydride",143.30,570,"Plug-in Hydrogen Refueling",0.70,56918.56,Gray,Switzerland,5.0,1224,4,99.86,69668317.44
236,Acura,"ZDX (with GM Ultium)",2023,Zinc-air,26.30,124,CCS,8.00,32369.01,"Ice Silver",Canada,5.0,5017,3,261.04,162395323.17
237,Seat,Avenger,2019,Nickel-cobalt-aluminum,106.00,439,"Battery Swapping",7.70,114087.16,Tan,France,3.0,16309,3,259.88,1860647492.44
238,Cadillac,Lyriq,2019,Calcium-ion,88.00,203,"Overhead Pantograph Charging",8.60,65442.14,Silver,"United Arab Emirates",3.0,89,3,322.38,5824350.46
239,Mini,"Mini Electric",2016,Calcium-ion,94.60,352,CHAdeMO,11.40,123543.15,Red,France,4.0,8654,4,350.97,1069142420.10
240,BMW,i3,2017,Calcium-ion,25.10,248,"Overhead Pantograph Charging",9.70,67524.85,"Racing Red",Canada,0.0,4534,5,272.28,306157669.90
241,Genesis,"GV70 Electric",2020,Sodium-ion,136.30,589,"Battery Swapping",10.60,41154.16,Platinum,Mexico,4.0,15671,4,69.87,644926841.36
242,Genesis,"GV70 Electric",2016,"Nickel-metal hydride",110.50,130,NACS,1.70,139347.21,"Aurora Blue",Singapore,5.0,944,5,1071.90,131543766.24
243,Renault,"5 E-Tech",2022,Aluminum-ion,83.50,554,"Vehicle-to-Grid (V2G)",5.60,37600.33,"Ruby Red",Hungary,5.0,18895,5,67.87,710458235.35
244,Ferrari,"SF90 Stradale (PHEV)",2025,Calcium-ion,64.00,367,CCS,5.50,117198.24,"Aurora Blue",Brazil,5.0,1788,3,319.34,209550453.12
245,Genesis,"GV70 Electric",2023,Calcium-ion,81.00,353,NACS,1.40,88997.76,"Forest Green",Mexico,4.0,13214,3,252.12,1176016400.64
246,Hyundai,"Ioniq 7 (upcoming)",2022,Magnesium-ion,94.50,145,"Vehicle-to-Load (V2L)",5.60,44244.82,Champagne,Germany,3.0,2978,5,305.14,131761073.96
247,GMC,"Hummer EV SUV",2023,Lead-acid,46.90,443,"Vehicle-to-Home (V2H)",11.40,73601.10,Blue,Austria,4.0,11904,5,166.14,876147494.40
248,Geely,"Geometry A",2016,Magnesium-ion,105.70,101,"Mobile Charging",4.60,106039.34,"Cobalt Blue","Czech Republic",0.0,5379,4,1049.89,570385609.86
249,Volkswagen,ID.2all,2021,Solid-state,53.10,200,"Inductive (Wireless) Charging",1.90,132263.32,"Electric Blue",Australia,4.0,1523,5,661.32,201437036.36
250,Skoda,"Elroq (upcoming)",2016,Magnesium-ion,135.90,334,CHAdeMO,11.60,30520.52,"Racing Red","South Korea",5.0,5806,5,91.38,177202139.12
251,Jeep,"Grand Cherokee 4xe (PHEV)",2017,Solid-state,70.40,407,"Mobile Charging",6.30,76159.52,"Gun Metal",Belgium,3.0,4527,4,187.12,344774147.04
252,Cadillac,"Optiq (upcoming)",2023,Lithium-sulfur,129.60,380,"Mobile Charging",8.70,142261.45,"Emerald Green",Switzerland,5.0,4347,5,374.37,618410523.15
253,Genesis,"GV70 Electric",2023,Lead-acid,110.30,265,CCS,9.20,97473.63,"Matte Blue",Singapore,5.0,9369,4,367.83,913230439.47
254,"Faraday Future","FF 91",2023,Solid-state,23.30,174,"Level 2 Charging",8.20,53988.29,"Stealth Gray",Netherlands,5.0,9671,3,310.28,522120752.59
255,Citroen,Ami,2015,Sodium-ion,125.80,152,"Ultra-Fast Charging (350 kW+)",9.00,97352.47,"Forest Green",Turkey,4.0,12699,4,640.48,1236279016.53
256,VinFast,"VF 8",2023,Lithium-ion,21.70,228,"Inductive (Wireless) Charging",7.60,123710.99,"Candy Apple Red",Austria,5.0,17911,5,542.59,2215787541.89
257,Cadillac,Lyriq,2018,Lithium-sulfur,78.30,449,"DC Fast Charging (DCFC)",2.70,50855.42,"Graphite Gray",Canada,3.0,19136,4,113.26,973169317.12
258,Tesla,"Model X",2022,Lithium-titanate,141.90,120,CHAdeMO,11.20,101625.64,"Navy Blue",Finland,4.0,2388,5,846.88,242682028.32
259,Rimac,Nevera,2017,Lead-acid,28.90,358,NACS,5.30,94444.31,Green,Brazil,4.0,7158,5,263.81,676032370.98
260,Lotus,Emeya,2023,Calcium-ion,117.80,432,"Level 1 Charging",1.80,71520.87,"Forest Green",Finland,4.0,12496,3,165.56,893724791.52
261,NIO,ES7,2023,Lithium-titanate,56.80,566,"Overhead Pantograph Charging",6.40,91048.27,Champagne,Japan,3.0,5485,5,160.86,499399760.95
262,Maserati,"Grecale Folgore",2025,Solid-state,47.40,422,"Inductive (Wireless) Charging",10.40,80905.13,Yellow,Switzerland,4.0,2363,5,191.72,191178822.19
263,Skoda,Enyaq,2015,Nickel-manganese-cobalt,113.20,119,"DC Fast Charging (DCFC)",1.30,51359.06,Gold,"United Arab Emirates",4.0,12715,4,431.59,653030447.90
264,Acura,"ZDX (with GM Ultium)",2021,Sodium-ion,22.20,444,CCS,6.70,106970.73,"Sapphire Blue",China,4.0,16476,3,240.93,1762449747.48
265,Mazda,"Mazda EV (upcoming models)",2024,Solid-state,56.60,574,"Vehicle-to-Home (V2H)",4.90,128654.68,Black,"New Zealand",5.0,9665,5,224.14,1243447482.20
266,Ford,E-Transit,2025,Aluminum-ion,138.80,507,"Overhead Pantograph Charging",11.50,31338.02,"Matte Gray",Sweden,5.0,17941,3,61.81,562235416.82
267,Subaru,Solterra,2020,"Lithium-iron phosphate",73.60,430,CHAdeMO,2.40,56494.56,Titanium,Spain,3.0,17984,4,131.38,1015998167.04
268,Genesis,GV60,2019,"Flow batteries",28.80,150,"Inductive (Wireless) Charging",8.80,88462.85,Pink,Brazil,5.0,2287,3,589.75,202314537.95
269,Rimac,Nevera,2022,Sodium-ion,100.10,256,CHAdeMO,7.00,73739.21,Purple,Vietnam,5.0,14290,4,288.04,1053733310.90
270,BYD,"Tang EV",2025,Lithium-titanate,63.10,345,"Vehicle-to-Home (V2H)",5.60,122972.04,Champagne,"United Arab Emirates",0.0,9195,3,356.44,1130727907.80
271,Maserati,"Grecale Folgore",2019,Lithium-titanate,135.20,139,"DC Fast Charging (DCFC)",10.80,131950.47,"Emerald Green",Germany,3.0,18074,4,949.28,2384872794.78
272,Maserati,"GranTurismo Folgore",2025,Magnesium-ion,39.30,300,"Ultra-Fast Charging (350 kW+)",10.80,100752.09,"Rose Gold","Czech Republic",0.0,11923,5,335.84,1201267169.07
273,Tesla,"Roadster (upcoming)",2018,Calcium-ion,145.30,414,NACS,9.20,46844.48,"Pearl White",Norway,5.0,15843,4,113.15,742157096.64
274,Chevrolet,"Bolt EUV",2022,"Lithium-iron phosphate",28.20,289,"Ultra-Fast Charging (350 kW+)",1.00,54812.89,Burgundy,Argentina,0.0,10619,3,189.66,582058078.91
275,Dacia,"Bigster EV (upcoming)",2019,Zinc-air,90.80,189,"Plug-in Hydrogen Refueling",8.00,73835.61,"Ruby Red",China,4.0,11563,4,390.66,853761158.43
276,Mahindra,"Born Electric (upcoming range)",2024,Lithium-ion,85.20,171,"Vehicle-to-Home (V2H)",2.40,39250.59,"Ruby Red",Portugal,3.0,7547,4,229.54,296224202.73
277,"Faraday Future","FF 91",2016,Nickel-manganese-cobalt,107.80,345,"Inductive (Wireless) Charging",7.30,107671.11,Tan,Germany,5.0,16798,3,312.09,1808659305.78
278,Ferrari,"SF90 Stradale (PHEV)",2015,"Nickel-metal hydride",53.60,192,"Plug-in Hydrogen Refueling",7.40,97632.56,Black,"Czech Republic",4.0,5589,3,508.50,545668377.84
279,"Li Auto",L8,2024,Calcium-ion,119.80,419,"Battery Swapping",2.40,112270.94,"Sunset Orange",Ireland,3.0,6630,5,267.95,744356332.20
280,MG,"MG ES5",2017,Zinc-air,32.50,343,"Level 2 Charging",10.60,93771.59,"Stealth Gray",Canada,5.0,39,5,273.39,3657092.01
281,Genesis,"G80 Electric",2023,Nickel-cobalt-aluminum,68.10,122,"Vehicle-to-Grid (V2G)",3.10,126276.02,Burgundy,India,5.0,3201,4,1035.05,404209540.02
282,Volkswagen,ID.5,2022,Magnesium-ion,50.20,539,"DC Fast Charging (DCFC)",3.80,135211.96,Tan,Spain,0.0,17122,3,250.86,2315099179.12
283,Lotus,Eletre,2021,"Flow batteries",46.70,511,"Mobile Charging",5.20,42789.99,Brown,Israel,4.0,13023,3,83.74,557254039.77
284,"Li Auto",MEGA,2017,Sodium-ion,92.70,347,"Battery Swapping",11.90,99318.14,"Navy Blue",Thailand,5.0,5301,3,286.22,526485460.14
285,Rivian,"EDV (Electric Delivery Van)",2021,Magnesium-ion,64.00,381,"Level 2 Charging",2.30,145748.43,White,UK,3.0,8620,3,382.54,1256351466.60
286,BYD,"Han EV",2024,Lithium-ion,114.20,576,"Plug-in Hydrogen Refueling",7.60,92520.67,"Cosmic Purple",Ireland,4.0,14384,3,160.63,1330817317.28
287,"Lucid Motors","Lucid DreamDrive",2023,Lithium-sulfur,45.30,501,"Ultra-Fast Charging (350 kW+)",7.60,110882.93,Turquoise,Belgium,4.0,11571,5,221.32,1283026383.03
288,XPeng,P5,2024,"Lithium-iron phosphate",87.30,477,"DC Fast Charging (DCFC)",11.10,95951.12,"Volcanic Yellow","United Arab Emirates",3.0,19869,3,201.16,1906452803.28
289,Changan,"Deepal S07",2024,Lithium-ion,53.90,308,CCS,6.90,90380.30,Pink,Canada,5.0,8196,5,293.44,740756938.80
290,Geely,"Geometry C",2024,Nickel-manganese-cobalt,120.10,487,"Mobile Charging",11.60,85061.81,"Sunset Orange",Israel,0.0,7221,5,174.66,614231330.01
291,Seat,Avenger,2020,Nickel-cobalt-aluminum,144.20,364,"Level 1 Charging",8.60,61601.96,Copper,UK,0.0,5848,4,169.24,360248262.08
292,Rimac,Nevera,2018,Aluminum-ion,94.60,193,"Inductive (Wireless) Charging",6.20,53959.98,"Racing Red",Belgium,5.0,11666,3,279.59,629497126.68
293,Opel,Corsa-e,2016,Aluminum-ion,30.20,589,"Vehicle-to-Load (V2L)",7.60,121709.31,"Matte White",Japan,5.0,9002,4,206.64,1095627208.62
294,Porsche,"Panamera EV",2021,"Lithium-iron phosphate",117.50,165,"Level 2 Charging",6.50,80781.10,"Matte White",Japan,4.0,3944,5,489.58,318600658.40
295,Lotus,Emeya,2020,Lithium-titanate,21.10,445,"Inductive (Wireless) Charging",4.90,42089.74,Turquoise,Finland,4.0,11242,4,94.58,473172857.08
296,Porsche,"Cayenne Electric (upcoming)",2021,"Lithium-iron phosphate",74.50,485,"Overhead Pantograph Charging",4.70,78071.11,"Candy Apple Red",Norway,5.0,8845,3,160.97,690538967.95
297,Lamborghini,"Lanzador (upcoming EV)",2021,"Lithium-iron phosphate",39.00,591,CHAdeMO,5.90,31169.07,Tan,Russia,5.0,10345,4,52.74,322444029.15
298,Subaru,Solterra,2023,Calcium-ion,93.80,303,CCS,8.40,37204.37,Platinum,Spain,4.0,11828,4,122.79,440053288.36
299,Lamborghini,"Lanzador (upcoming EV)",2020,Lithium-ion,73.50,279,"Inductive (Wireless) Charging",7.10,107983.86,"Matte White",Norway,4.0,14645,3,387.04,1581423629.70
300,NIO,ES7,2022,"Flow batteries",144.40,544,NACS,7.90,141428.00,Tan,Finland,4.0,10383,5,259.98,1468446924.00
301,Mazda,"Mazda EV (upcoming models)",2024,"Flow batteries",71.40,554,"Vehicle-to-Home (V2H)",9.50,142652.38,"Racing Red",Israel,3.0,4097,5,257.50,584446800.86
302,Polestar,"Polestar 4",2016,"Lithium-iron phosphate",41.70,152,CCS,1.20,135442.92,"Matte Gray","South Korea",3.0,3405,4,891.07,461183142.60
303,GMC,"Hummer EV Pickup",2016,"Flow batteries",141.10,299,"Solar Charging",3.10,118511.19,"Candy Apple Red",Italy,0.0,11692,4,396.36,1385632833.48
304,"Great Wall Motors","ORA Lightning Cat",2023,Aluminum-ion,55.40,327,CHAdeMO,11.60,113714.75,"Midnight Black",Israel,4.0,17152,5,347.75,1950435392.00
305,Acura,"ZDX (with GM Ultium)",2020,Nickel-manganese-cobalt,90.20,512,"DC Fast Charging (DCFC)",5.60,73894.00,Gold,Sweden,3.0,11268,4,144.32,832637592.00
306,"Great Wall Motors","ORA Ballet Cat",2015,Lithium-titanate,139.90,584,"Vehicle-to-Load (V2L)",3.90,121904.30,"Cobalt Blue","Czech Republic",5.0,14323,4,208.74,1746035288.90
307,Polestar,"Polestar 3",2025,Nickel-cobalt-aluminum,127.70,212,"Battery Swapping",1.40,105038.76,"Matte Black",Finland,5.0,8808,4,495.47,925181398.08
308,"Lucid Motors","Lucid Air",2017,"Nickel-metal hydride",57.60,426,"Vehicle-to-Home (V2H)",7.60,62656.10,"Sapphire Blue",Russia,3.0,6092,3,147.08,381700961.20
309,Mazda,"Mazda EV (upcoming models)",2017,Lithium-titanate,77.00,104,"Ultra-Fast Charging (350 kW+)",1.50,31766.98,"Electric Blue",Mexico,3.0,10821,3,305.45,343750490.58
310,Citroen,Ã«-C4,2015,Lithium-sulfur,120.80,136,"Vehicle-to-Load (V2L)",2.60,137483.88,Gold,India,4.0,14514,3,1010.91,1995441034.32
311,Peugeot,e-208,2018,Nickel-manganese-cobalt,115.60,148,"Inductive (Wireless) Charging",5.90,111773.08,Magenta,Hungary,5.0,4002,4,755.22,447315866.16
312,"Great Wall Motors","ORA Ballet Cat",2019,"Lithium-iron phosphate",66.90,126,"Inductive (Wireless) Charging",11.70,58315.90,Brown,Hungary,4.0,7965,3,462.82,464486143.50
313,Chevrolet,"Equinox EV",2022,Lithium-titanate,97.50,290,"DC Fast Charging (DCFC)",3.40,89990.30,"Sky Blue",Finland,3.0,17575,3,310.31,1581579522.50
314,Volkswagen,ID.6,2018,Sodium-ion,147.60,503,"Overhead Pantograph Charging",9.80,82646.27,"Metallic Silver",Germany,3.0,15902,5,164.31,1314240985.54
315,Geely,"Emgrand EV",2019,Lead-acid,110.60,197,NACS,6.80,68841.71,"Sunset Orange",Portugal,3.0,17404,3,349.45,1198121120.84
316,Geely,"Geometry C",2019,Lead-acid,67.70,100,"Plug-in Hydrogen Refueling",8.90,135951.88,"Sapphire Blue",Argentina,0.0,17660,4,1359.52,2400910200.80
317,"Lucid Motors","Lucid DreamDrive",2025,Nickel-manganese-cobalt,119.50,178,"Solar Charging",4.20,106908.47,Orange,France,3.0,1024,3,600.61,109474273.28
